Country,Category,Price (USD),Relative Cost (%) to Sweden
Nepal,Cappuccino (regular),1.55,-84.3
Nepal,Coke/Pepsi (0.33 liter bottle),0.46,-84.3
Nepal,Water (0.33 liter bottle),0.17,-84.3
Nepal,"Milk (regular), (1 liter)",0.78,-84.3
Nepal,Loaf of Fresh White Bread (500g),0.5,-84.3
Nepal,"Rice (white), (1kg)",0.84,-84.3
Nepal,Eggs (regular) (12),1.55,-84.3
Nepal,Local Cheese (1kg),8.27,-84.3
Nepal,Chicken Fillets (1kg),3.26,-84.3
Nepal,Beef Round (1kg) (or Equivalent Back Leg Red Meat),5.56,-84.3
Nepal,Apples (1kg),2.31,-84.3
Nepal,Banana (1kg),0.99,-84.3
Nepal,Oranges (1kg),1.12,-84.3
Nepal,Tomato (1kg),0.66,-84.3
Nepal,Potato (1kg),0.44,-84.3
Nepal,Onion (1kg),0.61,-84.3
Nepal,Lettuce (1 head),0.4,-84.3
Nepal,Water (1.5 liter bottle),0.26,-84.3
Nepal,Bottle of Wine (Mid-Range),7.42,-84.3
Nepal,Domestic Beer (0.5 liter bottle),2.25,-84.3
Nepal,Imported Beer (0.33 liter bottle),3.15,-84.3
Nepal,Cigarettes 20 Pack (Marlboro),2.97,-84.3
Nepal,One-way Ticket (Local Transport),0.22,-84.3
Nepal,Monthly Pass (Regular Price),11.13,-84.3
Nepal,Taxi Start (Normal Tariff),2.23,-84.3
Nepal,Taxi 1km (Normal Tariff),0.93,-84.3
Nepal,Taxi 1hour Waiting (Normal Tariff),3.71,-84.3
Nepal,Gasoline (1 liter),1.29,-84.3
Nepal,Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car),33381.99,-84.3
Nepal,Toyota Corolla Sedan 1.6l 97kW Comfort (Or Equivalent New Car),42185.85,-84.3
Nepal,"Basic (Electricity, Heating, Cooling, Water, Garbage) for 85m2 Apartment",35.84,-84.3
Nepal,Mobile Phone Monthly Plan with Calls and 10GB+ Data,4.8,-84.3
Nepal,"Internet (60 Mbps or More, Unlimited Data, Cable/ADSL)",9.88,-84.3
Nepal,"Fitness Club, Monthly Fee for 1 Adult",20.64,-84.3
Nepal,Tennis Court Rent (1 Hour on Weekend),7.33,-84.3
Nepal,"Cinema, International Release, 1 Seat",3.34,-84.3
Nepal,"Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child",69.71,-84.3
Nepal,"International Primary School, Yearly for 1 Child",3312.02,-84.3
Nepal,1 Pair of Jeans (Levis 501 Or Similar),24.28,-84.3
Nepal,"1 Summer Dress in a Chain Store (Zara, H&M, ...)",30.41,-84.3
Nepal,1 Pair of Nike Running Shoes (Mid-Range),44.51,-84.3
Nepal,1 Pair of Men Leather Business Shoes,31.96,-84.3
Nepal,Apartment (1 bedroom) in City Centre,147.51,-84.3
Nepal,Apartment (1 bedroom) Outside of Centre,82.28,-84.3
Nepal,Apartment (3 bedrooms) in City Centre,271.66,-84.3
Nepal,Apartment (3 bedrooms) Outside of Centre,165.2,-84.3
Nepal,Price per Square Meter to Buy Apartment in City Centre,1838.41,-84.3
Nepal,Price per Square Meter to Buy Apartment Outside of Centre,1099.62,-84.3
Nepal,Average Monthly Net Salary (After Tax),212.93,-84.3
Nepal,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",12.78,-84.3
Netherlands,"Meal, Inexpensive Restaurant",19.42,66.8
Netherlands,"Meal for 2 People, Mid-range Restaurant, Three-course",80.91,66.8
Netherlands,McMeal at McDonalds (or Equivalent Combo Meal),12.41,66.8
Netherlands,Domestic Beer (0.5 liter draught),5.93,66.8
Netherlands,Imported Beer (0.33 liter bottle),5.34,66.8
Netherlands,Cappuccino (regular),3.69,66.8
Netherlands,Coke/Pepsi (0.33 liter bottle),3.06,66.8
Netherlands,Water (0.33 liter bottle),2.53,66.8
Netherlands,"Milk (regular), (1 liter)",1.18,66.8
Netherlands,Loaf of Fresh White Bread (500g),1.89,66.8
Netherlands,"Rice (white), (1kg)",3.01,66.8
Netherlands,Eggs (regular) (12),4.54,66.8
Netherlands,Local Cheese (1kg),12.83,66.8
Netherlands,Chicken Fillets (1kg),15.38,66.8
Netherlands,Beef Round (1kg) (or Equivalent Back Leg Red Meat),16.15,66.8
Netherlands,Apples (1kg),1.94,66.8
Netherlands,Banana (1kg),2.35,66.8
Netherlands,Oranges (1kg),1.81,66.8
Netherlands,Tomato (1kg),3.66,66.8
Netherlands,Potato (1kg),1.99,66.8
Netherlands,Onion (1kg),1.97,66.8
Netherlands,Lettuce (1 head),1.16,66.8
Netherlands,Water (1.5 liter bottle),0.78,66.8
Netherlands,Bottle of Wine (Mid-Range),6.46,66.8
Netherlands,Domestic Beer (0.5 liter bottle),1.4,66.8
Netherlands,Imported Beer (0.33 liter bottle),2.55,66.8
Netherlands,Cigarettes 20 Pack (Marlboro),10.79,66.8
Netherlands,One-way Ticket (Local Transport),3.67,66.8
Netherlands,Monthly Pass (Regular Price),86.3,66.8
Netherlands,Taxi Start (Normal Tariff),3.88,66.8
Netherlands,Taxi 1km (Normal Tariff),2.59,66.8
Netherlands,Taxi 1hour Waiting (Normal Tariff),32.36,66.8
Netherlands,Gasoline (1 liter),2.08,66.8
Netherlands,Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car),33441.97,66.8
Netherlands,Toyota Corolla Sedan 1.6l 97kW Comfort (Or Equivalent New Car),32810.51,66.8
Netherlands,"Basic (Electricity, Heating, Cooling, Water, Garbage) for 85m2 Apartment",248.28,66.8
Netherlands,Mobile Phone Monthly Plan with Calls and 10GB+ Data,24.23,66.8
Netherlands,"Internet (60 Mbps or More, Unlimited Data, Cable/ADSL)",43.98,66.8
Netherlands,"Fitness Club, Monthly Fee for 1 Adult",39.63,66.8
Netherlands,Tennis Court Rent (1 Hour on Weekend),18.71,66.8
Netherlands,"Cinema, International Release, 1 Seat",14.02,66.8
Netherlands,"Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child",1888.91,66.8
Netherlands,"International Primary School, Yearly for 1 Child",8345.17,66.8
Netherlands,1 Pair of Jeans (Levis 501 Or Similar),85.15,66.8
Netherlands,"1 Summer Dress in a Chain Store (Zara, H&M, ...)",35.89,66.8
Netherlands,1 Pair of Nike Running Shoes (Mid-Range),95.16,66.8
Netherlands,1 Pair of Men Leather Business Shoes,114.05,66.8
Netherlands,Apartment (1 bedroom) in City Centre,1524.26,66.8
Netherlands,Apartment (1 bedroom) Outside of Centre,1219.36,66.8
Netherlands,Apartment (3 bedrooms) in City Centre,2424.33,66.8
Netherlands,Apartment (3 bedrooms) Outside of Centre,1897.19,66.8
Netherlands,Price per Square Meter to Buy Apartment in City Centre,6345.82,66.8
Netherlands,Price per Square Meter to Buy Apartment Outside of Centre,4664.59,66.8
Netherlands,Average Monthly Net Salary (After Tax),3505.62,66.8
Netherlands,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",4.33,66.8
New Caledonia,"Meal, Inexpensive Restaurant",15.82,-4.0
New Caledonia,"Meal for 2 People, Mid-range Restaurant, Three-course",99.14,-4.0
New Caledonia,McMeal at McDonalds (or Equivalent Combo Meal),13.56,-4.0
New Caledonia,Domestic Beer (0.5 liter draught),10.4,-4.0
New Caledonia,Imported Beer (0.33 liter bottle),6.78,-4.0
New Caledonia,Cappuccino (regular),5.79,-4.0
New Caledonia,Coke/Pepsi (0.33 liter bottle),2.56,-4.0
New Caledonia,Water (0.33 liter bottle),1.24,-4.0
New Caledonia,"Milk (regular), (1 liter)",1.1,-4.0
New Caledonia,Loaf of Fresh White Bread (500g),2.58,-4.0
New Caledonia,"Rice (white), (1kg)",1.79,-4.0
New Caledonia,Eggs (regular) (12),5.45,-4.0
New Caledonia,Local Cheese (1kg),16.48,-4.0
New Caledonia,Chicken Fillets (1kg),17.18,-4.0
New Caledonia,Beef Round (1kg) (or Equivalent Back Leg Red Meat),23.05,-4.0
New Caledonia,Apples (1kg),3.98,-4.0
New Caledonia,Banana (1kg),6.62,-4.0
New Caledonia,Oranges (1kg),6.33,-4.0
New Caledonia,Tomato (1kg),6.69,-4.0
New Caledonia,Potato (1kg),3.53,-4.0
New Caledonia,Onion (1kg),3.01,-4.0
New Caledonia,Lettuce (1 head),2.71,-4.0
New Caledonia,Water (1.5 liter bottle),1.42,-4.0
New Caledonia,Bottle of Wine (Mid-Range),16.27,-4.0
New Caledonia,Domestic Beer (0.5 liter bottle),4.97,-4.0
New Caledonia,Imported Beer (0.33 liter bottle),5.73,-4.0
New Caledonia,Cigarettes 20 Pack (Marlboro),17.72,-4.0
New Caledonia,One-way Ticket (Local Transport),2.71,-4.0
New Caledonia,Monthly Pass (Regular Price),58.31,-4.0
New Caledonia,Taxi Start (Normal Tariff),5.02,-4.0
New Caledonia,Taxi 1km (Normal Tariff),1.06,-4.0
New Caledonia,Taxi 1hour Waiting (Normal Tariff),23.28,-4.0
New Caledonia,Gasoline (1 liter),1.54,-4.0
New Caledonia,Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car),31866.41,-4.0
New Caledonia,Toyota Corolla Sedan 1.6l 97kW Comfort (Or Equivalent New Car),37041.87,-4.0
New Caledonia,"Basic (Electricity, Heating, Cooling, Water, Garbage) for 85m2 Apartment",207.17,-4.0
New Caledonia,Mobile Phone Monthly Plan with Calls and 10GB+ Data,36.16,-4.0
New Caledonia,"Internet (60 Mbps or More, Unlimited Data, Cable/ADSL)",61.17,-4.0
New Caledonia,"Fitness Club, Monthly Fee for 1 Adult",54.01,-4.0
New Caledonia,Tennis Court Rent (1 Hour on Weekend),5.42,-4.0
New Caledonia,"Cinema, International Release, 1 Seat",11.75,-4.0
New Caledonia,"Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child",735.26,-4.0
New Caledonia,"International Primary School, Yearly for 1 Child",,-4.0
New Caledonia,1 Pair of Jeans (Levis 501 Or Similar),101.25,-4.0
New Caledonia,"1 Summer Dress in a Chain Store (Zara, H&M, ...)",60.27,-4.0
New Caledonia,1 Pair of Nike Running Shoes (Mid-Range),88.14,-4.0
New Caledonia,1 Pair of Men Leather Business Shoes,203.4,-4.0
New Caledonia,Apartment (1 bedroom) in City Centre,678.01,-4.0
New Caledonia,Apartment (1 bedroom) Outside of Centre,659.93,-4.0
New Caledonia,Apartment (3 bedrooms) in City Centre,1536.82,-4.0
New Caledonia,Apartment (3 bedrooms) Outside of Centre,1193.3,-4.0
New Caledonia,Price per Square Meter to Buy Apartment in City Centre,4633.06,-4.0
New Caledonia,Price per Square Meter to Buy Apartment Outside of Centre,4324.19,-4.0
New Caledonia,Average Monthly Net Salary (After Tax),2655.53,-4.0
New Caledonia,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",2.5,-4.0
New Zealand,"Meal, Inexpensive Restaurant",14.91,25.9
New Zealand,"Meal for 2 People, Mid-range Restaurant, Three-course",76.05,25.9
New Zealand,McMeal at McDonalds (or Equivalent Combo Meal),8.95,25.9
New Zealand,Domestic Beer (0.5 liter draught),6.41,25.9
New Zealand,Imported Beer (0.33 liter bottle),6.56,25.9
New Zealand,Cappuccino (regular),3.34,25.9
New Zealand,Coke/Pepsi (0.33 liter bottle),2.28,25.9
New Zealand,Water (0.33 liter bottle),2.06,25.9
New Zealand,"Milk (regular), (1 liter)",1.81,25.9
New Zealand,Loaf of Fresh White Bread (500g),1.93,25.9
New Zealand,"Rice (white), (1kg)",1.85,25.9
New Zealand,Eggs (regular) (12),6.48,25.9
New Zealand,Local Cheese (1kg),8.26,25.9
New Zealand,Chicken Fillets (1kg),9.51,25.9
New Zealand,Beef Round (1kg) (or Equivalent Back Leg Red Meat),12.89,25.9
New Zealand,Apples (1kg),2.77,25.9
New Zealand,Banana (1kg),2.28,25.9
New Zealand,Oranges (1kg),3.01,25.9
New Zealand,Tomato (1kg),5.49,25.9
New Zealand,Potato (1kg),2.16,25.9
New Zealand,Onion (1kg),1.85,25.9
New Zealand,Lettuce (1 head),2.43,25.9
New Zealand,Water (1.5 liter bottle),1.18,25.9
New Zealand,Bottle of Wine (Mid-Range),9.24,25.9
New Zealand,Domestic Beer (0.5 liter bottle),3.09,25.9
New Zealand,Imported Beer (0.33 liter bottle),3.65,25.9
New Zealand,Cigarettes 20 Pack (Marlboro),23.86,25.9
New Zealand,One-way Ticket (Local Transport),2.39,25.9
New Zealand,Monthly Pass (Regular Price),108.82,25.9
New Zealand,Taxi Start (Normal Tariff),2.39,25.9
New Zealand,Taxi 1km (Normal Tariff),2.06,25.9
New Zealand,Taxi 1hour Waiting (Normal Tariff),35.79,25.9
New Zealand,Gasoline (1 liter),1.66,25.9
New Zealand,Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car),26840.71,25.9
New Zealand,Toyota Corolla Sedan 1.6l 97kW Comfort (Or Equivalent New Car),21392.44,25.9
New Zealand,"Basic (Electricity, Heating, Cooling, Water, Garbage) for 85m2 Apartment",136.73,25.9
New Zealand,Mobile Phone Monthly Plan with Calls and 10GB+ Data,35.12,25.9
New Zealand,"Internet (60 Mbps or More, Unlimited Data, Cable/ADSL)",51.76,25.9
New Zealand,"Fitness Club, Monthly Fee for 1 Adult",37.6,25.9
New Zealand,Tennis Court Rent (1 Hour on Weekend),15.62,25.9
New Zealand,"Cinema, International Release, 1 Seat",11.63,25.9
New Zealand,"Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child",768.34,25.9
New Zealand,"International Primary School, Yearly for 1 Child",12178.18,25.9
New Zealand,1 Pair of Jeans (Levis 501 Or Similar),69.31,25.9
New Zealand,"1 Summer Dress in a Chain Store (Zara, H&M, ...)",44.23,25.9
New Zealand,1 Pair of Nike Running Shoes (Mid-Range),96.56,25.9
New Zealand,1 Pair of Men Leather Business Shoes,117.44,25.9
New Zealand,Apartment (1 bedroom) in City Centre,1110.15,25.9
New Zealand,Apartment (1 bedroom) Outside of Centre,914.94,25.9
New Zealand,Apartment (3 bedrooms) in City Centre,1811.07,25.9
New Zealand,Apartment (3 bedrooms) Outside of Centre,1495.91,25.9
New Zealand,Price per Square Meter to Buy Apartment in City Centre,5571.79,25.9
New Zealand,Price per Square Meter to Buy Apartment Outside of Centre,4718.38,25.9
New Zealand,Average Monthly Net Salary (After Tax),2985.15,25.9
New Zealand,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",6.85,25.9
Nicaragua,"Meal, Inexpensive Restaurant",4.0,-60.5
Nicaragua,"Meal for 2 People, Mid-range Restaurant, Three-course",28.0,-60.5
Nicaragua,McMeal at McDonalds (or Equivalent Combo Meal),5.61,-60.5
Nicaragua,Domestic Beer (0.5 liter draught),1.36,-60.5
Nicaragua,Imported Beer (0.33 liter bottle),2.0,-60.5
Nicaragua,Cappuccino (regular),2.2,-60.5
Nicaragua,Coke/Pepsi (0.33 liter bottle),0.84,-60.5
Nicaragua,Water (0.33 liter bottle),0.66,-60.5
Nicaragua,"Milk (regular), (1 liter)",1.09,-60.5
Nicaragua,Loaf of Fresh White Bread (500g),1.44,-60.5
Nicaragua,"Rice (white), (1kg)",1.05,-60.5
Nicaragua,Eggs (regular) (12),1.9,-60.5
Nicaragua,Local Cheese (1kg),4.52,-60.5
Nicaragua,Chicken Fillets (1kg),5.27,-60.5
Nicaragua,Beef Round (1kg) (or Equivalent Back Leg Red Meat),8.21,-60.5
Nicaragua,Apples (1kg),5.33,-60.5
Nicaragua,Banana (1kg),1.55,-60.5
Nicaragua,Oranges (1kg),4.09,-60.5
Nicaragua,Tomato (1kg),1.29,-60.5
Nicaragua,Potato (1kg),2.06,-60.5
Nicaragua,Onion (1kg),1.77,-60.5
Nicaragua,Lettuce (1 head),0.88,-60.5
Nicaragua,Water (1.5 liter bottle),0.97,-60.5
Nicaragua,Bottle of Wine (Mid-Range),10.0,-60.5
Nicaragua,Domestic Beer (0.5 liter bottle),1.31,-60.5
Nicaragua,Imported Beer (0.33 liter bottle),2.09,-60.5
Nicaragua,Cigarettes 20 Pack (Marlboro),3.0,-60.5
Nicaragua,One-way Ticket (Local Transport),0.24,-60.5
Nicaragua,Monthly Pass (Regular Price),8.48,-60.5
Nicaragua,Taxi Start (Normal Tariff),0.6,-60.5
Nicaragua,Taxi 1km (Normal Tariff),0.57,-60.5
Nicaragua,Taxi 1hour Waiting (Normal Tariff),5.73,-60.5
Nicaragua,Gasoline (1 liter),1.34,-60.5
Nicaragua,Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car),21500.0,-60.5
Nicaragua,Toyota Corolla Sedan 1.6l 97kW Comfort (Or Equivalent New Car),27666.67,-60.5
Nicaragua,"Basic (Electricity, Heating, Cooling, Water, Garbage) for 85m2 Apartment",71.89,-60.5
Nicaragua,Mobile Phone Monthly Plan with Calls and 10GB+ Data,16.99,-60.5
Nicaragua,"Internet (60 Mbps or More, Unlimited Data, Cable/ADSL)",39.73,-60.5
Nicaragua,"Fitness Club, Monthly Fee for 1 Adult",30.95,-60.5
Nicaragua,Tennis Court Rent (1 Hour on Weekend),0.0,-60.5
Nicaragua,"Cinema, International Release, 1 Seat",7.3,-60.5
Nicaragua,"Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child",119.17,-60.5
Nicaragua,"International Primary School, Yearly for 1 Child",9300.0,-60.5
Nicaragua,1 Pair of Jeans (Levis 501 Or Similar),58.02,-60.5
Nicaragua,"1 Summer Dress in a Chain Store (Zara, H&M, ...)",43.6,-60.5
Nicaragua,1 Pair of Nike Running Shoes (Mid-Range),74.24,-60.5
Nicaragua,1 Pair of Men Leather Business Shoes,84.89,-60.5
Nicaragua,Apartment (1 bedroom) in City Centre,341.67,-60.5
Nicaragua,Apartment (1 bedroom) Outside of Centre,275.0,-60.5
Nicaragua,Apartment (3 bedrooms) in City Centre,582.73,-60.5
Nicaragua,Apartment (3 bedrooms) Outside of Centre,472.5,-60.5
Nicaragua,Price per Square Meter to Buy Apartment in City Centre,1154.44,-60.5
Nicaragua,Price per Square Meter to Buy Apartment Outside of Centre,950.0,-60.5
Nicaragua,Average Monthly Net Salary (After Tax),277.12,-60.5
Nicaragua,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",10.5,-60.5
Niger,"Meal, Inexpensive Restaurant",4.93,-45.2
Niger,"Meal for 2 People, Mid-range Restaurant, Three-course",37.0,-45.2
Niger,McMeal at McDonalds (or Equivalent Combo Meal),9.87,-45.2
Niger,Domestic Beer (0.5 liter draught),1.23,-45.2
Niger,Imported Beer (0.33 liter bottle),2.88,-45.2
Niger,Cappuccino (regular),3.02,-45.2
Niger,Coke/Pepsi (0.33 liter bottle),1.38,-45.2
Niger,Water (0.33 liter bottle),0.62,-45.2
Niger,"Milk (regular), (1 liter)",2.27,-45.2
Niger,Loaf of Fresh White Bread (500g),0.41,-45.2
Niger,"Rice (white), (1kg)",1.1,-45.2
Niger,Eggs (regular) (12),2.28,-45.2
Niger,Local Cheese (1kg),16.45,-45.2
Niger,Chicken Fillets (1kg),7.33,-45.2
Niger,Beef Round (1kg) (or Equivalent Back Leg Red Meat),6.78,-45.2
Niger,Apples (1kg),3.08,-45.2
Niger,Banana (1kg),1.21,-45.2
Niger,Oranges (1kg),2.34,-45.2
Niger,Tomato (1kg),1.6,-45.2
Niger,Potato (1kg),1.23,-45.2
Niger,Onion (1kg),0.58,-45.2
Niger,Lettuce (1 head),0.62,-45.2
Niger,Water (1.5 liter bottle),0.95,-45.2
Niger,Bottle of Wine (Mid-Range),8.22,-45.2
Niger,Domestic Beer (0.5 liter bottle),1.4,-45.2
Niger,Imported Beer (0.33 liter bottle),2.19,-45.2
Niger,Cigarettes 20 Pack (Marlboro),2.47,-45.2
Niger,One-way Ticket (Local Transport),0.33,-45.2
Niger,Monthly Pass (Regular Price),12.33,-45.2
Niger,Taxi Start (Normal Tariff),0.49,-45.2
Niger,Taxi 1km (Normal Tariff),0.41,-45.2
Niger,Taxi 1hour Waiting (Normal Tariff),8.22,-45.2
Niger,Gasoline (1 liter),0.91,-45.2
Niger,Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car),19734.94,-45.2
Niger,Toyota Corolla Sedan 1.6l 97kW Comfort (Or Equivalent New Car),23711.94,-45.2
Niger,"Basic (Electricity, Heating, Cooling, Water, Garbage) for 85m2 Apartment",224.73,-45.2
Niger,Mobile Phone Monthly Plan with Calls and 10GB+ Data,16.45,-45.2
Niger,"Internet (60 Mbps or More, Unlimited Data, Cable/ADSL)",46.6,-45.2
Niger,"Fitness Club, Monthly Fee for 1 Adult",54.82,-45.2
Niger,Tennis Court Rent (1 Hour on Weekend),4.11,-45.2
Niger,"Cinema, International Release, 1 Seat",4.11,-45.2
Niger,"Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child",931.93,-45.2
Niger,"International Primary School, Yearly for 1 Child",4522.59,-45.2
Niger,1 Pair of Jeans (Levis 501 Or Similar),41.11,-45.2
Niger,"1 Summer Dress in a Chain Store (Zara, H&M, ...)",46.6,-45.2
Niger,1 Pair of Nike Running Shoes (Mid-Range),41.11,-45.2
Niger,1 Pair of Men Leather Business Shoes,41.11,-45.2
Niger,Apartment (1 bedroom) in City Centre,801.73,-45.2
Niger,Apartment (1 bedroom) Outside of Centre,411.14,-45.2
Niger,Apartment (3 bedrooms) in City Centre,678.39,-45.2
Niger,Apartment (3 bedrooms) Outside of Centre,430.33,-45.2
Niger,Price per Square Meter to Buy Apartment in City Centre,246686.76,-45.2
Niger,Price per Square Meter to Buy Apartment Outside of Centre,82228.92,-45.2
Niger,Average Monthly Net Salary (After Tax),299.45,-45.2
Niger,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",11.0,-45.2
Nigeria,"Meal, Inexpensive Restaurant",2.35,6.0
Nigeria,"Meal for 2 People, Mid-range Restaurant, Three-course",36.13,6.0
Nigeria,McMeal at McDonalds (or Equivalent Combo Meal),5.75,6.0
Nigeria,Domestic Beer (0.5 liter draught),0.95,6.0
Nigeria,Imported Beer (0.33 liter bottle),1.3,6.0
Nigeria,Cappuccino (regular),2.23,6.0
Nigeria,Coke/Pepsi (0.33 liter bottle),0.38,6.0
Nigeria,Water (0.33 liter bottle),0.23,6.0
Nigeria,"Milk (regular), (1 liter)",2.81,6.0
Nigeria,Loaf of Fresh White Bread (500g),1.36,6.0
Nigeria,"Rice (white), (1kg)",2.28,6.0
Nigeria,Eggs (regular) (12),2.01,6.0
Nigeria,Local Cheese (1kg),4.66,6.0
Nigeria,Chicken Fillets (1kg),4.77,6.0
Nigeria,Beef Round (1kg) (or Equivalent Back Leg Red Meat),4.88,6.0
Nigeria,Apples (1kg),3.74,6.0
Nigeria,Banana (1kg),2.41,6.0
Nigeria,Oranges (1kg),1.82,6.0
Nigeria,Tomato (1kg),2.23,6.0
Nigeria,Potato (1kg),2.14,6.0
Nigeria,Onion (1kg),1.74,6.0
Nigeria,Lettuce (1 head),0.83,6.0
Nigeria,Water (1.5 liter bottle),0.47,6.0
Nigeria,Bottle of Wine (Mid-Range),5.59,6.0
Nigeria,Domestic Beer (0.5 liter bottle),0.95,6.0
Nigeria,Imported Beer (0.33 liter bottle),1.23,6.0
Nigeria,Cigarettes 20 Pack (Marlboro),1.29,6.0
Nigeria,One-way Ticket (Local Transport),0.6,6.0
Nigeria,Monthly Pass (Regular Price),31.22,6.0
Nigeria,Taxi Start (Normal Tariff),0.98,6.0
Nigeria,Taxi 1km (Normal Tariff),1.93,6.0
Nigeria,Taxi 1hour Waiting (Normal Tariff),4.5,6.0
Nigeria,Gasoline (1 liter),0.65,6.0
Nigeria,Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car),16572.0,6.0
Nigeria,Toyota Corolla Sedan 1.6l 97kW Comfort (Or Equivalent New Car),21633.04,6.0
Nigeria,"Basic (Electricity, Heating, Cooling, Water, Garbage) for 85m2 Apartment",31.27,6.0
Nigeria,Mobile Phone Monthly Plan with Calls and 10GB+ Data,10.06,6.0
Nigeria,"Internet (60 Mbps or More, Unlimited Data, Cable/ADSL)",36.28,6.0
Nigeria,"Fitness Club, Monthly Fee for 1 Adult",36.23,6.0
Nigeria,Tennis Court Rent (1 Hour on Weekend),9.98,6.0
Nigeria,"Cinema, International Release, 1 Seat",6.47,6.0
Nigeria,"Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child",77.64,6.0
Nigeria,"International Primary School, Yearly for 1 Child",1561.43,6.0
Nigeria,1 Pair of Jeans (Levis 501 Or Similar),19.12,6.0
Nigeria,"1 Summer Dress in a Chain Store (Zara, H&M, ...)",26.73,6.0
Nigeria,1 Pair of Nike Running Shoes (Mid-Range),62.57,6.0
Nigeria,1 Pair of Men Leather Business Shoes,62.28,6.0
Nigeria,Apartment (1 bedroom) in City Centre,848.36,6.0
Nigeria,Apartment (1 bedroom) Outside of Centre,529.79,6.0
Nigeria,Apartment (3 bedrooms) in City Centre,1984.86,6.0
Nigeria,Apartment (3 bedrooms) Outside of Centre,1125.47,6.0
Nigeria,Price per Square Meter to Buy Apartment in City Centre,995.11,6.0
Nigeria,Price per Square Meter to Buy Apartment Outside of Centre,521.46,6.0
Nigeria,Average Monthly Net Salary (After Tax),151.18,6.0
Nigeria,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",17.6,6.0
Norfolk Island,"Meal, Inexpensive Restaurant",19.77,
Norfolk Island,"Meal for 2 People, Mid-range Restaurant, Three-course",65.9,
Norfolk Island,McMeal at McDonalds (or Equivalent Combo Meal),,
Norfolk Island,Domestic Beer (0.5 liter draught),,
Norfolk Island,Imported Beer (0.33 liter bottle),,
Norfolk Island,Cappuccino (regular),2.97,
Norfolk Island,Coke/Pepsi (0.33 liter bottle),1.98,
Norfolk Island,Water (0.33 liter bottle),1.19,
Norfolk Island,"Milk (regular), (1 liter)",3.95,
Norfolk Island,Loaf of Fresh White Bread (500g),2.06,
Norfolk Island,"Rice (white), (1kg)",1.98,
Norfolk Island,Eggs (regular) (12),7.91,
Norfolk Island,Local Cheese (1kg),11.2,
Norfolk Island,Chicken Fillets (1kg),18.45,
Norfolk Island,Beef Round (1kg) (or Equivalent Back Leg Red Meat),,
Norfolk Island,Apples (1kg),,
Norfolk Island,Banana (1kg),,
Norfolk Island,Oranges (1kg),,
Norfolk Island,Tomato (1kg),3.95,
Norfolk Island,Potato (1kg),3.95,
Norfolk Island,Onion (1kg),3.95,
Norfolk Island,Lettuce (1 head),,
Norfolk Island,Water (1.5 liter bottle),,
Norfolk Island,Bottle of Wine (Mid-Range),13.51,
Norfolk Island,Domestic Beer (0.5 liter bottle),,
Norfolk Island,Imported Beer (0.33 liter bottle),,
Norfolk Island,Cigarettes 20 Pack (Marlboro),7.91,
Norfolk Island,One-way Ticket (Local Transport),,
Norfolk Island,Monthly Pass (Regular Price),,
Norfolk Island,Taxi Start (Normal Tariff),,
Norfolk Island,Taxi 1km (Normal Tariff),,
Norfolk Island,Taxi 1hour Waiting (Normal Tariff),,
Norfolk Island,Gasoline (1 liter),1.58,
Norfolk Island,Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car),,
Norfolk Island,Toyota Corolla Sedan 1.6l 97kW Comfort (Or Equivalent New Car),,
Norfolk Island,"Basic (Electricity, Heating, Cooling, Water, Garbage) for 85m2 Apartment",131.81,
Norfolk Island,Mobile Phone Monthly Plan with Calls and 10GB+ Data,,
Norfolk Island,"Internet (60 Mbps or More, Unlimited Data, Cable/ADSL)",59.31,
Norfolk Island,"Fitness Club, Monthly Fee for 1 Adult",,
Norfolk Island,Tennis Court Rent (1 Hour on Weekend),,
Norfolk Island,"Cinema, International Release, 1 Seat",9.89,
Norfolk Island,"Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child",,
Norfolk Island,"International Primary School, Yearly for 1 Child",,
